text,language,class,label,source_id
"àwọn kan lára àwọn ará àríwá tó kẹ́kọ̀ọ́ dáadáa ṣì ò mọ ohun tó ń mú kí àwọn èèyàn yín hùwà bí ẹranko, ẹ̀yin ò mọ ohun tó ń fa ìṣòro yín, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́, ẹ̀yin ò sì mọ ohun tó ń fa ìṣòro yín mọ́.",Yoruba,2,Hate,366
"A gbagharala ya, n'ihi na ha na-eme ihere, na-asụ ọnụ ma na-aṅụ obere oroma na-acha odo odo n'efu nke iguzosi ike n'ezi ihe ha na mba ha, ihere na-adịghị.",Igbo,1,Neutral,2565
The Government ordered the Nigerian military to kill its own citizens Unarmed protesters fighting for their right Oh what a shame! BUHARI Shame on you and your Regime. You have failed this Nation LINK,English,1,Neutral,39
Kpachara anya b 🙄,Igbo,1,Neutral,2497
You're in a contemplative mood today and there's really not mu... More for Cancer LINK,English,0,Not Hate,40
Allah!!! Yoruba suna da wayo ban taɓa gani ba,Hausa,2,Hate,1542
"Orílẹ̀-èdè yín ń ṣubú, àwọn ọmọdé ẹlẹ́dẹ̀ yìí kò sì ní lè borí àbúrò ńlá wọn. Ẹ̀yin ẹ̀dá ènìyàn!",Yoruba,1,Neutral,1493
"Ka m chetara gị ntuliaka nke afọ 2011, gaa lee ma gee ntị n'ihe Buhari kwuru mgbe ọ na-agwa ìgwè ndị Fulanis okwu, mgbe ọ sịrị na ọ bụrụ na ọ merighị, mgbe ahụ ọ bụ rig, na mgbe rig ya, ọbara nke baboon na nkịta ga-asọpụta, na ndụ ndị na-enweghị ihe ha mere bụ ihe efu, ma nwoke ma nwaanyị,...",Igbo,0,Not Hate,2309
"Ọ bụrụ na ụfọdụ ndị dị ka gị, ụwa ga-aka mma.",Igbo,0,Not Hate,2955
Gosi ihe akaebe ma ọ bụ ihe akaebe,Igbo,1,Neutral,3958
"“DRUGS AGAIN""..hate sickness",English,0,Not Hate,41
Na ƙaunaci kiɗa kamar yadda na ƙaunaci zaki!,Hausa,2,Hate,1425
"wannan wawa a bayan wannan kamara ba zai yi kyau tare da ku, bayan na biyan kuɗi za ku nuna mini disco hasken Abi?",Hausa,1,Neutral,1609
"Babu wanda yake son kansa ya zama banza. dole ne ya koyi girmama mutane biyu. Zai iya sukar farar hula tun da yake ya ce shi ma fasto ne. Wannan ra'ayin ""zama mai tsoro & rauni saboda kai Kirista ne dalilin da ya sa har ma 'yan ta'adda yanzu suna samun ƙarfin hali su hallaka Krista. Shin kun taɓa jin labarin"" Bishara ta Turai? """,Hausa,1,Neutral,1958
"Dokar zama a gida ta 'yan asalin Biafra (IPOB) a ranar Litinin ta tabbatar da cikakken bin doka a biranen jihar Anambra. Kasuwannin, bankuna, wuraren ajiye motoci da sauran wuraren kasuwanci, gami da makarantu da ofisoshin gwamnati, an kulle su.",Hausa,0,Not Hate,3544
Ndị agha Naijiria a bụ ndị nnupụisi na-enweghị nsọpụrụ4nwanyi..Ha na-ebuso ụmụnwaanyị anyị agha ma na-egbu ha n'ugbo ha.,Igbo,2,Hate,2902
"Ta ni mo jẹ, Kooh Ice Prince kike nufi?",Yoruba,0,Not Hate,2599
"Na-eme ihe ị na-eme, ụmụ okorobịa!",Igbo,0,Not Hate,770
"Mo ti rẹ́ láti rí àwọn tí wọ́n ń pe ara wọn ní ""ìgbòòrò"". Ojú ẹ̀yìn rẹ̀ kò lè tẹ́lẹ̀, kò sì lè fọwọ́ kàn ẹ̀rẹ́ ẹ̀rẹ́ ẹ̀rẹ́ rẹ láìjìnnà.",Yoruba,2,Hate,1280
"Agbára ètè gúúsù: Àwọn ajá tó ń ṣọ́ ààlà ń lo àkókò wọn láti máa fi ń lé àwọn ọmọbìnrin tó ń ṣí lọ sí orílẹ̀-èdè míì láìṣe òfin, tí àwọn ọmọbìnrin àtàwọn ọkùnrin ń lọ láìrí wọn.",Yoruba,0,Not Hate,2404
"Àwọn ará gúúsù nìkan ló ń ṣe ìwádìí nípa ìṣèlú, àwọn ará àríwá nìkan ló ń ṣe ìpinnu láti wà lábẹ́ agbára.",Yoruba,2,Hate,4407
"You Oyomere people don’t have sense, you know say una door no get lock but una go dey gum body. See idolo now yeye dey smell 😒😒",English,1,Neutral,42
: ÀWỌN Òfin Àdánà-Ọkùnrin: Ìjọba Kánádà Fòpin Àbẹwò Ààrẹ Jonathan,Yoruba,0,Not Hate,2287
Cheta mgbe nile inwe obi ụtọ n'ihi na ị maghị onye na-enwe mmasị n'ọchị gị.,Igbo,0,Not Hate,1770
Akụkọ: Lekki bụ ihe na-eme ka ndị mmadụ ghara ịnabata ihe ha na-ekwu.,Igbo,0,Not Hate,33
Biafra ta ci yaƙin.,Hausa,0,Not Hate,2654
"Gwamna Oyetola ya yi rashin nasara a kan jami'an gwamnati a zaben da ya gabata. ko da yake ya biya cikakken albashinsa kuma a lokacin da ya kamata, jami'an gwamnati sun so ya biya bashin fansho wanda ya kai biliyan naira manta jihar Osun tana daya daga cikin jihohin da suka fi talauci dangane da kudaden da Fed ya bayar.",Hausa,1,Neutral,3457
"Ohun tí wọ́n ń ṣe yìí ni, ohun tí wọ́n ti ń ṣe látọjọ́ pípẹ́ yìí.",Yoruba,1,Neutral,4623
Where can I watch the City match?,English,0,Not Hate,43
"àmọ́ mo ti sọ ọ́, n mi ò ní sọ ọ́ mọ́ láti báyìí lọ. mi ò ní pe àwọn arákùnrin ibo mi ní nyamiri, ṣùgbọ́n bí baibe ṣe yẹ kí n ṣe, mo tún rò pé nyamiri jẹ́ ẹni tí kò yẹ̀wọ̀, torí náà, ibos mi ò dárí jì mí títí di báyìí tí mo fi mọ̀ pé orúkọ yẹn ń ṣe ìrẹ̀lẹ̀",Yoruba,0,Not Hate,1246
A cikin shekaru da yawa yanzu ya yi kira ga haɗarin da ke faruwa yanzu da kuma na yanzu na yin fushi da fulani da ake kira makiyaya da ke barin mutuwa da halaka a kan hanyarsu.,Hausa,0,Not Hate,2792
Wanda ke Gudanar da Duniya ..,Hausa,0,Not Hate,1114
"Justice? Are you aware of how the FG are defending their fulani people against gov. Akeredolu on ondo state? Why're some yoruba people so senseless and coward fgs, trying to be politically correct while the politicians aint even working",English,2,Hate,44
Ka yi kyau Babe,Hausa,0,Not Hate,1286
"Akụkọ: Ị bụ Igbo onye iberibe, hapụ Ekweremadu naanị ya A... LINK",Igbo,2,Hate,2454
"Ekwenyesiri m ike na ọtụtụ ndị ọzọ ga-esonyere m na ndepụta Fani Kayode na ụbọchị ọ ga-agbada APC n'ụzọ gọọmentị..'Fulani Party,Fulani nke a &amp; that'..Onye iberibe ahụ ga-alaghachi na-abụ abụ otuto Buhari &amp; na-eme ya n'ihi na ọ na-eche na onye ọ bụla nwere ụdị nsogbu uche ya.",Igbo,1,Neutral,3017
"A Afirka ne kawai za ku ga al'adu masu ban mamaki... abin da irin rayuwar barbaric... idan Allah ya so su kasance kamar wannan, zai halicce su ta wannan hanyar....",Hausa,0,Not Hate,2428
"Mutumin ba zai yarda da roƙon ta ba, mutumin ya riga ya ƙi 'ya'ya mata, don haka babu wani abu a wannan duniyar da zai sa namiji ya yarda da roƙon su, saboda wannan al'amari mai kyau ya dace da mutumin. 💔 💔 💔 mata tare da halayensu masu wayo, Allah ya cece mu 🙏 daga gare su.",Hausa,2,Hate,218
NKE NDỊ NA-ENYERE GỊ AKA,Igbo,1,Neutral,3642
i hopethey are hearing beast of no burden,English,1,Neutral,45
"Ya mere Buhari na-alụso nrụrụ aka ọgụ? Gịnị banyere ọtụtụ ndị ọzọ nọ n'ọbụ aka Executive ya? Ọzọ ị bụ Aboki na dịka onye Alakụba ị bụ onye nzuzu na ị gaghị aga, ị gaghị ahụ ihe ziri ezi!",Igbo,2,Hate,3574
"Ya ku wawaye, ku kira shi ƙarya. Ku nuna mini inda Buhari ya yi barazanar yaki da Fulani makiyaya.",Hausa,1,Neutral,4262
"Oga Henry, ọ bụrụ na ihe abeg, m na-aghọta m...kuku akpọ Bashir, na otu onye na-aga na-ekwu okwu na nkịtị lang ka baba.",Igbo,0,Not Hate,4362
""": Bitches should not drink alcohol if they cant control that shit""",English,2,Hate,46
"Nasir must go back to school, not to learn this time but to teach- Fashola",English,0,Not Hate,47
Social distancing in lagos if this was in kano the next the u would hear is all those northerners re illiterate some southern clowns would even calls us animals thank God lagos has lot of animals LINK,English,2,Hate,48
Ìdí nìyẹn tí Miyetti Allah fi ń fa àwọn ará Hausa tí kò jẹ̀bi sínú ọ̀ràn yìí.,Yoruba,1,Neutral,826
"Saboda haka, ya dace Suleiman Johnson ya yi annabci game da wulakanta MNK maimakon Fulani makiyaya.",Hausa,0,Not Hate,2938
"A halin yanzu ba shi da kyau a zama kabilanci. mafi yawan wadannan arewaci ne m! Shin, kai makaho?",Hausa,2,Hate,225
: EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO EGBO E E E E E E E E E E E E E E E E E E E E E E E E E E E EGBO E E E E E E E E E E E E EGBO E E E E E E E E E E E E EGBO E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E E,Igbo,0,Not Hate,3540
"Jamb question, are Fulani not human being this is how d racism started, u are separate ur country man with this so called religion foke",English,1,Neutral,49
"""Ọgwụ ọjọọ na-akpata ọrịa"".",Igbo,0,Not Hate,41
My Hoes ain't loyal mehn they Rotate,English,2,Hate,50
Yana biya don zama ba tare da budurwa aboki,Hausa,0,Not Hate,3335
M: Amaara m abụ nke ezigbo Ann... enyi m: OMG biko bụrụ ya anyị chọrọ ịnụ... ME: M kinda ihere... enyi m: pllllz... ME: Fuck it m ghaara ụgha....,Igbo,1,Neutral,323
: Females ALWAYS blame getting fat on birth control. . You like SNACKS!!!,English,2,Hate,51
"An kafa su ne don su yada ƙa'idodin addinin Islama, kuma waɗannan su ne batutuwa da masu bi suke bukatar su yi bimbini a kansu"".",Hausa,0,Not Hate,4580
:..Ɣou re mad for dt post...don't Ɣou av shame....akhhh...Ɣou re a disgrace to womanhood,English,1,Neutral,52
Don haka za a iya gano mata masu tsabta daga dabbobi,Hausa,2,Hate,215
"""Mu"" a mahallin shi ne Fulani janjaweed daga Futa Jalon.",Hausa,2,Hate,2190
Ụfọdụ ụmụ agbọghọ agaghịdị na-akpa enyi ha kacha mma na-ekwu okwu banyere njikọ njikọ njikọ,Igbo,1,Neutral,1429
Ka yi tunani a kan wannan .,Hausa,0,Not Hate,1937
"Ee GMP bụ a Muslim si North. ma kwere m O ghọgburu ndị ugwu na ya ebubo na-akwado ndịda. ndị ị kwuru nwere ha niile ego na ụlọ na Lagos Abuja na Port / h. Anyị na-ahapụ Almajiris, si Sch ụmụ. Ha bụ ndị Northern anyị na-",Igbo,1,Neutral,3804
"Ndị uweojii jidere onye na-arụ ọrụ n'ụlọ ọrụ na-arụpụta ụmụaka, na-azọpụta ụmụ agbọghọ itoolu dị ime n'Enugu",Igbo,0,Not Hate,766
"Is a hoe. : Dry joke"": :''') "": A girl sleeping with her bosses is also doing her MASTERS""""",English,2,Hate,53
Ina jin tausayin ƙwaryarka mai rahusa wanda zai ci gaba da kunyata ka saboda tana cikin zafi koyaushe,Hausa,1,Neutral,1918
"""Ọ dịghị ihe dị ka a dị ụtọ dị ka inwe a nnukwu mmakọ si nne gị... otú oké!""Yess Landon Gal",Igbo,0,Not Hate,224
"Mụ onwe m kwa !! "": Ike gwụrụ m nke ukwuu na sch""",Igbo,0,Not Hate,513
"Na san ka yi nadama da cewa bai yi amfani da kwaroron roba ba shekaru da suka wuce, domin ka kunyata dukan Ghana.",Hausa,1,Neutral,1256
"""KNOCK! KNOCK!! Ònye bụ DIA? DEZIANI...DEZIANI Ònye? M NA-AGBARA YA OBI Ọ BỤ DEZIANI na-asọpụrụ D COMMON MAN NIGERIA!*cc",Igbo,0,Not Hate,2741
TYRION ne wadannan NIGGAS!!!!,Hausa,1,Neutral,4626
: Terrible things.. Gun shots everywhere in Oyigbo. I’m there. No sleeping for us tonight. Fulani boys escorted by the Niger…,English,0,Not Hate,54
Adamu Garba bụ onye isi mara mma n'ụwa maka ịnwa ịgba akwụkwọ 😂😂 gịnị ma ọ gaa mepụta ngwa nke ya ma mee ka ọ gbapụ dị ka Twitter .. Nonsense,Igbo,1,Neutral,347
"Dị ka ma ọ bụrụ na una ☺ G̶̲̅̊☺ na-akparị anyị gbuo sef: Ọ bụrụ na ndị ikom niile na-aghọ aghụghọ, ụmụ nwanyị niile kwesịrị ịghọ aghụghọ ma ka anyị nwee udo abeg!!",Igbo,1,Neutral,2850
"Ọ ga-abụ na m ga-abụ onye a na-amanye ike n'oge na-adịghị anya... onye nwere ike inyere m aka, bụrụ nna ochie.",Igbo,2,Hate,1247
Nwa nwanyi nke na-akwa iko na nwa nwanyi nke na-akwa iko,Igbo,2,Hate,1552
"I hope and wish this deadly virus ends asap, this is heart breaking",English,0,Not Hate,55
Africans with greediness? It's not everyone that will get the giveaway bro and you're even using an iPhone....lolz,English,1,Neutral,56
Abin mamaki ne!,Hausa,0,Not Hate,585
A beautiful religion like Islam needs no Introduction.They are brainwashed in to practicing Islam the wrong way and killing innocent people and spare no children 👶. What an Irony and future wasted by associating with the devil called ISIS(DAESH)!,English,0,Not Hate,57
"Mgbe ịkwa iko (Zina) ghọrọ àgwà, ịda ogbenye na mwute na-aghọ onye òtù ọlụlụ ndụ.",Igbo,0,Not Hate,1030
àwọn ará àríwá yìí/àwọn ọkùnrin Fulani yìí jẹ́ àwọn ẹranko ẹhànnà títí kan Buhari fúnra rẹ̀. ó ṣe kedere látinú ìdáhùn wọn sí àwọn ìbéèrè pé wọ́n wà lẹ́yìn àwọn ìpànìyàn náà ní àṣírí,Yoruba,2,Hate,1106
"Ku ci ni😂 , ku 'yan Afirka ta Kudu masu jin kunya ba za ku iya kusanci ba . Kuna jin zafi sosai don zama mutum. Da alama mahaifiyarku ta bar ku ba tare da taimako ba a lokacin da kuke yaro kuma ta tafi ta hanyar lalata da kyawawan 'yan Najeriya.",Hausa,2,Hate,3242
See this idiot talking about politics again! Ani weyrey niyin se!!!,English,1,Neutral,58
Gaskiya ba na zargi gwamnati ba Na san PPL na lokacin da lokaci ya yi da za su yi yaƙi da duk baranda da suke kiran kansu makiyaya za su yi roƙo don rayukansu,Hausa,2,Hate,1094
Ụmụ nwamba .... ha bụ nnọọ ndị na-adịghị asọpụrụ aidy 😂,Igbo,0,Not Hate,2731
:Smarter people and people with high IQs are more likely to fall for tricks and scams. They tend to think they're immune to mistakes,English,0,Not Hate,59
Mgbakwunye ndekọ ọhụrụ m MBNSnation LINK,Igbo,0,Not Hate,2315
"'Yan mata da suke yin kamar su wauta ne domin suna ganin yana da kyau, suna bukatar a yi musu bulala a fuska da kwanon frying....",Hausa,1,Neutral,4281
'Yan mata na IGBO ne mafi yawa' 'Yan mata na Yoruba ne mafi yawa' 'Yan mata na Hausa ne mafi yawa',Hausa,2,Hate,3451
Àwọn òǹràn Ìlú England tó ti mutí yó yóò di ẹni tí wọ́n ti fi ọtí mu nínú àwọn ọkọ̀ ojú omi tí wọ́n ti mu nígbà ayé Soviet nígbà World Cup 2018: Àwọn òǹràn Ìlú England tí wọ́n ti fi ...,Yoruba,0,Not Hate,934
O wo ni ọpọlọpọ awọn eniyan Yoruba yii kii ṣe alagbeka nikan ṣugbọn tun jẹ ẹlẹgbin pupọ eyiti o jẹ idi ti wọn ko le rii ohun ti baba Ijesha ṣe aṣiṣe! ṣugbọn eyi jẹ iya ẹnikan sha abi🏼 ♀️? ati awọn ọmọ rẹ ro pe wọn ni iya️ LINK,Yoruba,2,Hate,3079
This still places men above women. There’s explaining away the misogynistic tendencies of the Bible. LINK,English,0,Not Hate,60
Àwọn olùṣọ́ àgùntàn yìí máa ń rí orí kókókókó,Yoruba,1,Neutral,3592
Coronavirus: Nigeria Senate Suspends Public Hearings Indefinitely LINK,English,0,Not Hate,61
Mallam literally means teacher in hausa,English,0,Not Hate,62
What happens to police men who litter their seed everywhere with women they’re not married to? Nigeria’s sexism and misogyny is terribly institutional. LINK,English,2,Hate,63
Ụmụ nwanyị na-eme ka ike dị elu,Igbo,0,Not Hate,2542
Àwọn àwòrán: Ìpínlẹ̀ Ísálì ń yí àwọn ọmọ ogun rẹ̀ padà sí àwọn ZOMBIES tí kò bẹ̀rù ikú: Ìpínlẹ̀ Ísálì ń... LINK,Yoruba,2,Hate,865
"Lol: Àì, bọ́ọ̀sì ọjọ́"": Ṣé ọjọ́ ìbéèrè òmùgọ̀ ni lónìí????????: ọmọdé, ṣé ìwọ ni obìnrin ẹlẹ́yà ara ẹni?""""""",Yoruba,2,Hate,3633
O ò ní rí i pé ó yẹ kí n ṣe bẹ́ẹ̀.,Yoruba,0,Not Hate,5958
"Ezigbo onye ọchịchị ndịda, biko zaghachi Malami n'ụzọ ọ ga-aghọta na ị naghị akwa emo!",Igbo,0,Not Hate,555
Iwo ati molebi re. Oloshi buruku,Hausa,1,Neutral,3997
"Ìfẹ́ dùn, ṣùgbọ́n àwọn obìnrin Nàìjíríà jẹ́ ẹni burúkú",Yoruba,2,Hate,4172
Ọ bụrụ na anyị amalite ịgụta ọnụ ọgụgụ ndị nkuzi Ronaldo chụrụ? Ole? Benitez? Mourinho? 😂😂 opekata mpe Messi enwetala trophies maka ụdị nkuzi dị iche iche dị ka Koeman na Valverde. ọ bụghị Ronaldo na ndị na-akwado ya na-ekwu maka iko ikike ọmụmụ dị ka Copa Italia. 😂😂,Igbo,1,Neutral,3039
Gịnị mere ị na-agha ụgha site na ezé gị. CAN bụ onyeisi nke Archbishop Okogie na 80s & 90s. E nweghị oge CAN n'okpuru Okogie zụrụ ndị mmadụ ma ọ bụ kpokọta a brigade na-alụ ọgụ a nkịtị agha megide Ndị Kraịst na Nigeria ma ọ bụ chụsoo Nigeria kewara.,Igbo,1,Neutral,845
"Yoruba u na eye no go open? .your people are hungry, you still want next level of poverty.There is nothing in Yoruba land that's why you na dey follow follow.Mumu people.Hausa slaves.🤣😂😁",English,2,Hate,64
Rubbish jare !! So why did you buy Lukaku if havertz was really tested. Havertz wey de disappear for game,English,1,Neutral,65
"To, idan ka samu zabi ba za ka zabi ni ba?",Hausa,2,Hate,4497
Girlfriend biography: m hụrụ n'anya m nwa soro ya. Boyfriend biography: Fuck ụmụ agbọghọ na-enweta ego.,Igbo,2,Hate,4305
Lolz uche m na-apụ m ... mmekọahụ dị mma.: ị na-apụ gị uche.,Igbo,1,Neutral,4303
"Komawa zuwa baya, ka nuna maka yadda gangstar ke motsawa, dope man, Ina bukatar dope bitch, zan iya qve ka duk dope shit",Hausa,2,Hate,3099
Na mumu dey ịhụnanya,Igbo,1,Neutral,943
"Nigeria is not a normal country that's why 80% aren't normal people. ""saner clime"" that's what we call countries like USA, UK and others. That tells you a lot about the mental health of Nigerians. Unnecessary anger. LINK",English,1,Neutral,66
Ƙarƙashin ƙyama,Hausa,1,Neutral,1065
"Mgbe ọ bụla m riri semo, ihe mbụ na-abịakwasị m n'uche bụ ndị ahụ na-akpọ ya ahịhịa.",Igbo,1,Neutral,3140
"Mayfield hụrụ Westbrook, onye na-agba okpu okpu St.",Igbo,0,Not Hate,1862
But the western world are giving false news saying Ukrainian are winning the war and Russian are loosing army.,English,0,Not Hate,67
"Pls wani ya ga wani Garba mai hankali a kan wannan app kafin? Bcos duk Garbas da na samu ne kawai m Eg; Adamu Garba, Shehu Garba, da dai sauransu Idan ka san wani Garba da hankali, don Allah sanar da ni kafin na fara tunanin Arewa sunayen wawa yaro Garba",Hausa,1,Neutral,1358
"Wannan abin takaici ne kawai saboda nuna bambancin kabilanci na 'yan Najeriya ya zama mai saurin karbuwa a shafukan sada zumunta. Ana yin alamun kamar ""abokis, yorobers, fulani makiyaya, kwari"", har ma da zagin addini ba tare da wani hani ba.",Hausa,0,Not Hate,3087
"Nígbà tí màmá rẹ bá gbà pé o jẹ́ òmùgọ̀, á dà bí Jennifer tó ń mú Sharwama àti àjàrà bò ó sì ń padà wá.",Yoruba,2,Hate,2784
"That's the most cheapest assertion and mind political game I have ever experienced. The Carmel would have passed through the niddle before an Ibo man can rule Lagos. Please oga sanwo olu, kindly change topic and station. LINK",English,0,Not Hate,68
Both Manchester clubs are useless.,English,1,Neutral,69
🤣🤣🤣🤣 manyan 'yan kabari,Hausa,1,Neutral,1917
"A kpọrọ ya ka ọ bịa n'ụlọ ya, ya na ya lelee fim n'ihe ndina ya, ya na ya makụọ ibe ya, ma o kweghị abanye.",Igbo,0,Not Hate,3144
Àwọn ará Roma ò mọ nǹkan kan.,Yoruba,0,Not Hate,1341
"""Àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni tí wọ́n ń rán owó sí i lẹ́yìn tó sọ fún wọn pé òun kì í ṣe aláfẹ̀ẹ́ ara ẹni"" jọ pé ó ń gbìyànjú láti rí owó tí kò tó nǹkan fún àwọn ọkùnrin aláfẹ̀ẹ́ ara ẹni.",Yoruba,2,Hate,419
Ndị ugwu na-aṅụ ọgwụ ọjọọ.,Igbo,2,Hate,1437
"Yhup I love Malo gurls "": Hausa/Fulani girls are the cutest girls in Nigeria! Believe it or not :|""",English,0,Not Hate,70
"Yo boss Rita, I made a video asking girls why they FRIENDZONE guys. My only request is you help me drop a like on the video and subscribe. Thanks, it means a lot LINK",English,0,Not Hate,71
Duk wani adadin da zan gode maka baba,Hausa,0,Not Hate,3355
Yarbudurwa ya kike,Yoruba,0,Not Hate,1803
Lol Guy shutup,English,1,Neutral,72
"Yana da aljanu da kwari, mai yiwuwa wadannan k1ngdom Bg stans da kuma su streaming wucewa",Hausa,0,Not Hate,406
Dope orí Nigerians mejeeji ọkunrin ati obinrin gonna ri d jade ti DAMILO DAMOCHE ahhhhhhhhh OMG,Yoruba,1,Neutral,3007
Idan haka ne nake koyarwa fa?,Hausa,0,Not Hate,2432
Gịnị Mere Ụmụ Nwaanyị Ndị A Na-enweghị Olileanya Ji Eziga Ndị Nwoke Di Ha Lụrụ Ihe Nkpuchi?,Igbo,2,Hate,2692
