source_id,class,label,text
352,2,Hate,"These Hausas and photoshop get problem. I think they need to be enlightened more on what photoshop means! was photoshopped, dangote’s bum was photoshopped too. Animals."
354,2,Hate,"""Authorless gabbage junk latrine journalism, as such that the writer on purpose refused appending his bastard name on this article. My message's one, Biafra will come to be. Meanwhile, continue with your Zoo of suffering &amp; smiling lawless Islamic Fulani state of Nigeria.""✔ LINK"
355,0,Not Hate,Sharout to my real niggies...
356,1,Neutral,Whore unko ?
357,1,Neutral,: He's saying he failed the state but won't resign? Clown. Looks like a yahoo boy😭
358,1,Neutral,Let the Ambazonians with internet access keep tweeting what's going on in . France will use those idiots to clamp down on press so the world won't know the atrocities they sponsor. did the same during Nigeria/Biafra war. LINK
359,0,Not Hate,Another awesome night listening
362,1,Neutral,Shut up fool
363,2,Hate,lmao BITCH fight.....
365,0,Not Hate,"Girls and pride just because I caution bae to stop going through my phone and checking up my msgs on fb ,she stoped talking to me and started watching porn on her phone ,while am lying on d floor horny😂😂😂"
366,2,Hate,Some of u the educated northerners still dn't hv sense. Why is it tht u people behave like animals? You abandoned the real cause of problem and talked rubbish about Sunday. And when ws u appointed to be Yorubas spokesman? Parasites nd laibilities tht is what all of you are.
367,2,Hate,"What's happening bitch ass niggas,check out my bitches living close to strip club.hit me on my bbm 22229BA3,check me in my club too."
368,0,Not Hate,Be proud Be bold E wèm time e kò shit. Igbo bu Igbo. LINK
369,1,Neutral,"Firstly, you're prodigal lady, you should be able to learn how to be conservating (making hay while the sun shines) ladies like yourself are so selfish and gully gluten Secondly your friend isn't engage, much less planning to get married, you have a foe as a friend LINK"
371,0,Not Hate,: Is these not the vehicles they use in stealing oil from delta?.This people want to finish everything in Southern Niger…
372,0,Not Hate,no sleep oooooo
373,1,Neutral,"I used to think people call you a mad woman just to mock you, but it appears it's real. Don't you have kids to help you out?. You interview girl in Allen(ridiculous sample size) an area in Ikeja, and concluded that 90% of Titans are prostitutes. U are a disgrace!"
374,2,Hate,Hoe poor
375,0,Not Hate,"Once We DECLARE BIAFRA,That Same Minute, WE WILL DEFEND OUR BORDERS.THAT SAME MINUTE,WE WILL UNVEIL BIAFRA ARMY 19/3/2021"
376,2,Hate,"Nah I honestly want to know why Igbo women are wicked. Why would you pick up little kids as house help and be so wicked to them. This Ago palace, my eyes has seen too much."
377,1,Neutral,How big is the shame for someone that offered hausa in JSS and scored 81? But still doesn't know shit 😬
379,1,Neutral,"Nnamdi kanu was talking about his compound that was raided by nigeria army, what does he expect when you school the world BSS as a separatist, the idiot acknowledged only his dog by name no single name of BSS fallen men came from his mouth and u following such fool"
380,2,Hate,"Sir the truth is this. There are more illiterate in the north who have allowed religion to take over their mental ability. Nigeria is not fit to be 1. I can't stand living wth a people wth 80% of it's pple brainwashed religious extremist. We've tried enlightenment, it didn't work"
382,1,Neutral,Trash.
383,0,Not Hate,: Yoriba ~ ft with Tune In Via LINK
384,2,Hate,I was blocked by for reporting all the atrocious acts of the marauding herdsmen on my page . I will not keep quiet. I called them out. They’re savages and parasites. This another of their evil LINK
385,0,Not Hate,"U.S Says Fulani Herdsmen More Radicalized, Blames It On Poor Governance, Population Growth. - thenewnarrativeonline LINK"
386,0,Not Hate,": Yoruba Mums produce d best of slaps: Igbati, Ifoti, Igbaju, Igbarun, Iforun, Ifakun , Iladi &amp; Abara. These slaps can clear …"
387,2,Hate,"So unfortunate. Almajiri modern schools were built by his Excellency, Ex. Pres. Goodluck E. Jonathan in the North, they rejected it, since we have not heard it has been put to use, just to molest and abuse teenagers, and continue to cash on their ignorance as political thugs."
388,2,Hate,I'm asking sincerely. I'm just seeing women are scum everywhere. Ko ye mi nh
389,2,Hate,: Corrupt Hausa/Fulani BokoHaram Herdsmen tribe destroying other tribes. Decolonise . https:…
390,1,Neutral,Short people are troublesome
391,1,Neutral,"Stupid. They'll be legit when dey cut themselves off for d fornication, adultery, paedophilia, scams and other things committed under their umbrella. Dey only draw d line when it comes to gays, stupidity. African religious fanatics always be doing d most."
392,1,Neutral,You be mumu
393,1,Neutral,I have never seen a heartless Government and leaders like our Nigerian so called leaders.Wicked people.
394,0,Not Hate,don't have the one that is favorite! All are HONEY!!!
395,2,Hate,"My brother I bi Igbo but this people attitude tire me ooo if truly na Biafra dem bi.those bunch of idiots needs to be dealt with.i hate anything biafra.even in my area I have never supported this fools called Biafra.their mode of dressing tire me, they are just agbero"
396,1,Neutral,From a FEMI 😂😂😂😂 Shitty humans. You’re not the King of Yoruba Demon for nothing LINK
397,0,Not Hate,let's kip praying ooo
398,2,Hate,"Fulani worship cow, guess they will come back with a bloody Revenge. Like they say they don't forgive..."
399,2,Hate,Igbo man will never say good about an Hausa or Yoruba man. Go and ask all your igbo leaders why their states are in shambles. Is Buhari the governor or Abia state?? Mugu
401,0,Not Hate,"NYSC: National Year Of Sex And Comfort Episode 24 By MaziOmenuko: Later that evening, the biggle wa... LINK"
403,0,Not Hate,"Lies from the pit of hell man. Nobody in the 90s from the North had those score you're claiming. Stop spreading falsehood. I went to school with majority of Northerners and truthfully, they're real smart and brilliant lads!!"
404,0,Not Hate,You might take pride in your ability to build relationships wi... More for Capricorn LINK
406,0,Not Hate,"It’s genie and bugs, probably these k1ngdom Bg stans and their streaming passes"
407,2,Hate,"Small or Big??"": Yoruba stout are just cowards..."""
409,1,Neutral,Very evil bress
410,2,Hate,"Whether foreign Fulani or Nigeria fulani they all have same agenda, forget the lies they are trying to use to exonerate Miyetti Allah. Miyetti Allah/Fulani herdsmen are Terrorists. Say no to LINK"
411,1,Neutral,Nna mechieonu Biko. The igbos who beheaded their Igbo man don't hate themselves? What sort of foolishness is this? You people are fast losing the people's support you once had.
412,2,Hate,"You have suspended Twitter for the illiterate/educated illiterate Northerners and their chief herder , we in the south are well equipped and more sophisticated than the Fulani Nigerian system"
413,1,Neutral,"Ehi this our edo sisters go kill us laslas... Very shameless pple😂😂😂😂😂make we no go gorimapa, Rachel n Diana own.. Chia this season is not seanoning for us o.. Edo to the world!"
414,1,Neutral,You niggas made a mistake you should've never put my rhymes with Dre them Thug niggas have arrived and it's... LINK
416,0,Not Hate,": ""The man who mobilizes the Christian church to pray will make the greatest contribution to world evangelization in history."" -…"
418,2,Hate,"""Fulanis are useless without quota system...""- Femi Fani-Kayode ""a London trained spoilt brat, Yaba left escapee and white powder addict from South-West Nigeria"""
419,2,Hate,"""Gay people sending him money after he told them he's not gay"" sounds like trying to score a cheap one for the gays. Not the most brilliant thing! And following freak/OF gays don't really much..😬"
420,1,Neutral,Don't mind that bleached Kogi boy LINK
421,1,Neutral,I don comot hand from anything wey concern Yoruba men abeg Ire o!
422,0,Not Hate,"here's no debating ,its my fashion lately \ you see ,I'm hating this world ,passionately \\...hill billy"
423,0,Not Hate,kindly ff me bck
424,2,Hate,The truth is you are a slave in the Land you claim to be your Father's. Your Lords be making your neck their kneestool. Nigeria has the richest Black man and woman. You hypocrites mf black Americans
425,0,Not Hate,Lol
426,1,Neutral,PDP's are drowned in the see &amp; have no seen an ireland to rescue them. Blind men with a blind leader?
427,0,Not Hate,: Abba Kyari Is The Police Officer In Charge Of The Killings And Abduction Of Innocent Igbo Youths In The South East. This…
428,2,Hate,Northerners are MALU. ATI KERAN MEROOOOO 😂😂😂😂😂😂
430,2,Hate,B*tches got no job just sittin on facebook all day waiting for someone to offer them d*ck &amp; hope it turns into a relationship.O
433,1,Neutral,"Fuck this is 3much mehhhn...Staning that girl is enough mishap, dashing him this insult has although made him more miserable but a waste of your effort in replying a typical low class fool like him"
434,1,Neutral,: My dear wait until u meet a Virgo. They are Selfish and very Difficult to pls. And worst still bunch of ingrates.
435,2,Hate,Fulani herdsmen r terrorizing enugu state between Olo in Ezeagu Local government Area and Umulokpa in Uzo-Uwani LGA.and apc with their useless elected president wont say a word Read more at:... LINK
436,0,Not Hate,"Not me watching movies, when I have a ton of work to do and exams to study for. 🥺😭 My focus is not focusing."
438,0,Not Hate,: Insecurity: Yoruba elders back Akeredolu on quit notice to herders living in forests LINK
439,1,Neutral,No be for my country abeg go find your own country then you fit sia baba cow dey
440,0,Not Hate,"2019: No Female Muslim in Hijab Denied of Voter Registration in Oyo, Says REC LINK"
442,0,Not Hate,":I thank you for joining me,God bless you.You take your portion of the miracles in Jesus name."
444,1,Neutral,"So what exactly was d intent if not to cause reputational damage?Cooked up a totally false story&amp;attached someones name to it but then you ""did not intend to bring taooma's reputation into any form of disrepute""!Until smbody pays heavily for these types of nonsense it wont stop"
448,0,Not Hate,"If u give God anything less than ur best, u've not regarded Him as God. Don't fool urself &amp; say ""Well, God understands"". If u understand who this God is &amp; what He's given to u, u'll be up &amp; doing. God doesnt relate to all Christians the same way. Some are Sons, others are babes🚶"
449,1,Neutral,U guys protesting at lekki toll gate without any Selina even after curfew by the govt. think the men this greedy blood sucking politicians will send is coming to romance with u pipu ....That's why I like my south pipu
450,0,Not Hate,: So these ashy hausa guys want to be treated like the prophet was treated by his wives but will not treat a woman the way the…
451,2,Hate,"Aboki will always remain aboki even in suit, wetin aboki no pass to move around with cows, Abokimalami just use VPN to delete his Tweeter account. Aboki oshi,"
